PeakAcceleration,Feat1,Feat2,Feat3,Feat4,Feat5
0.096,0.953632586,-0.962820497,0.519185388,-0.658433485,0.63577671
98.29,-0.464083275,3.968186768,2.003819027,7.352012036,23.34258211
0.44,2.795556302,0.667321089,0.477949749,-0.310990204,0.181248038
0.4,-1.45792654,0.989021637,-1.059275224,0.261309526,-0.37624083
0.041,0.253144226,-0.985578043,0.39584874,-1.89267094,0.492682699
6.929,-1.201288504,0.869523774,-1.024608499,-0.02642231,1.504040216
0.094,-0.240219015,-0.696938952,-0.191876411,-0.15763934,-0.085502291
0.52,-1.697337888,2.113118348,-1.306840237,0.157097603,-0.689130938
0.037,0.42726819,-1.491641524,0.398187358,0.142995426,0.041449824
0.122,-0.752287911,-1.937456708,-0.18933529,0.964112223,-0.075193425
0.194,-0.666280555,1.574146731,-1.454210357,-0.640485542,-0.176345804
0.008,0.430106028,-1.660650605,0.591413522,0.392995982,0.073084483
0.553,0.954208484,-0.893846809,0.421597249,0.3957745,0.168925953
0.173,0.419293534,-0.036429675,-0.24332782,-0.367119312,0.001928238
0.226,-0.950134389,1.246875031,-1.737963691,-1.02131398,-0.082134849
0.096,-1.497378135,-0.55980271,-1.188176527,1.276930023,-0.484747004
0.046,0.583476814,-1.340919237,0.341662294,0.307739773,-0.078692738
0.871,-0.396362728,2.885668504,-0.151384309,1.011896709,-0.522065577
0.071,0.317556621,-1.709624425,0.510497133,0.473852354,-0.076935457
0.372,-2.094053398,2.014720449,-1.193855297,-1.160030496,-0.326046042
0.946,-0.160039323,-0.885559891,-0.152214765,0.244538105,0.147969051
0.101,0.439896393,-1.589143235,0.41300863,0.180037346,0.055798679
0.236,-3.273366741,2.215852749,3.992188367,-0.444309302,-0.907257342
0.059,0.560415514,-1.213221009,0.200875916,1.438850603,-0.338064162
0.189,0.130806035,-1.335195019,0.040359921,-1.88595313,0.6211342
0.011,0.392363991,-1.421171365,0.289521618,0.304188069,-0.196495295
0.241,-1.399456209,-0.367063167,-1.249259618,1.398771614,-0.580074181
0.184,-0.907314378,1.135603873,-0.933712524,-0.194295558,-0.335789587
0.038,0.220896777,-1.058638711,0.022201971,-1.828748224,0.528844873
0.07,-0.21027237,-0.863075276,-0.176520641,-0.756217199,0.173419066
0.362,0.599975534,-1.382772173,0.422642861,0.269971829,0.137041767
0.172,-0.95806279,0.185587603,-1.278883132,1.596904314,-0.610368957
0.056,-1.419527928,-0.43320453,-1.220441331,1.340943004,-0.555983436
0.604,0.890674489,-0.970918484,0.402758599,0.385279362,0.175210502
1.433,-0.091356977,0.508146611,-1.038955636,1.695269388,-0.172480239
0.043,0.524053532,-1.797471607,0.382264963,0.993859266,0.106507282
0.033,-0.278679992,-1.06078264,-0.24333577,0.570790435,-0.324291102
0.1,2.327886543,0.968063293,0.270230926,-0.192374522,-0.076304592
0.106,0.495872537,-1.577708798,0.423592377,0.204315624,0.131794684
0.154,-0.183424571,-1.232836862,-0.262458907,1.17817228,-0.296273863
0.023,0.82140264,0.269629102,0.405848302,2.252366651,-1.19917927
0.151,-1.208395752,1.208397925,-1.226898552,-0.404332256,-0.264183172
0.483,-3.767998736,1.52316095,4.080240677,-0.561332609,-0.838438865
0.053,0.030202737,-0.587315227,-0.214670848,-0.637858153,0.074513127
0.147,-0.287416077,-1.378906914,-0.220773401,0.996795455,-0.211784993
0.577,-3.638531697,1.822902972,4.074303605,-0.493621131,-0.803170234
0.262,-2.551884484,0.772996033,-1.063726085,-0.857478069,-0.061551601
0.065,-0.420959236,-1.062066732,-0.151712255,-0.561621609,0.111394902
0.022,1.077386504,-0.31783963,0.228093331,0.834108422,-0.569927051
0.102,2.764639532,1.000233206,0.409628444,-0.000368704,-0.16485026
0.335,-1.229024466,1.152494072,-1.100288217,-0.272427661,-0.107197557
0.048,-0.2508337,-0.971272391,-0.107955432,-0.567243729,0.215442196
0.504,-2.179823693,-0.139602127,-0.925598444,0.491924964,-0.161881205
0.14,-0.816804249,0.32697154,-0.774167745,0.01677702,-0.222210877
0.161,-0.349583046,-1.457477937,-0.246643006,1.118577888,-0.255671848
0.56,2.24570749,1.250584949,0.255520699,0.113634293,-0.085773513
0.027,0.842506373,-0.503380687,0.061780953,-1.49317396,0.402913048
0.151,0.824696292,2.104908932,-2.579081022,-1.245428053,-0.126705447
0.6,-2.256521379,1.411248446,-1.144356958,-0.737519593,-0.175516748
0.319,1.583501234,2.470882507,-0.451913207,0.262447854,-0.447051219
0.012,0.099661398,-2.135922255,0.465216837,-0.05191118,0.208014069
0.02,0.329379498,-1.488482321,0.370376405,-0.903722291,0.287921287
0.113,-1.089856161,-0.011223853,-1.248759024,1.504367071,-0.569602146
0.193,-1.839093484,0.828289147,-1.2145826,-0.894691552,-0.110269776
0.623,2.422603661,0.584742805,0.621412284,0.043417962,0.085962378
0.036,-0.206768821,-0.973372554,-0.138027943,-0.810301921,0.247466342
0.101,-0.451415033,-1.284751156,-0.077105011,-0.843273801,0.340402481
8.817,0.220502311,-0.010286984,2.44363072,2.451554254,1.347219313
0.008,1.020570879,-0.072279493,-0.167567344,-1.465468775,0.397975539
0.577,-0.104025458,2.280623531,2.847013518,-0.831452778,-0.163722026
0.075,0.49706141,-1.470205333,0.405438914,0.196167598,-0.010461289
0.221,2.219675588,-0.17327505,0.741545124,-0.471709357,0.27666811
0.057,0.818131928,-0.264759293,-0.140891867,-0.725045961,0.292288808
0.025,0.737386711,-1.048788239,0.355773124,0.347593647,-0.204131931
0.15,-0.624109327,1.180154673,-0.676124329,-0.15634521,-0.35675108
0.052,0.490693262,-1.482192917,0.388908117,0.194507596,-0.012857016
0.032,0.534717189,-1.235302978,0.355792743,-0.632913726,0.209415146
0.218,0.66399283,-1.229866827,0.348952639,0.33220465,-0.022514001
0.093,0.021927688,-0.627442505,-0.171502478,0.179114544,-0.15882291
0.616,-2.38541954,1.338336721,-1.137060516,-0.726475183,-0.090533017
0.083,-1.721880999,0.501932885,-1.238257241,1.242212715,-0.705175757
0.091,0.25926685,-0.020719201,-0.45433646,-0.832918454,0.011499893
0.106,-0.394440705,-1.250245685,-0.156148949,0.023473395,0.000789902
0.161,3.20506655,1.004027383,1.187990786,0.186577946,-0.185030873
0.676,-0.178237546,1.356664478,-1.270820232,-0.370556252,-0.055982208
0.111,0.491296642,-1.380996936,0.353981533,0.26562446,-0.013356315
0.063,0.406086353,-1.647657942,0.396949316,0.235999132,0.027864228
0.109,-0.014816572,-0.644034472,-0.174360421,0.169170166,-0.162277935
0.063,0.257569977,-1.747468162,0.394581805,0.086767648,0.09406748
0.107,-1.031220196,0.166090392,-1.294412338,1.56493663,-0.698396864
0.01,0.530379073,-0.731479363,0.164561392,-1.660701894,0.395199323
0.869,2.759521197,4.281445163,0.024189902,0.575317853,-0.495204877
0.131,0.726663884,-1.164204654,0.537336415,0.512714504,-0.052476736
0.618,-1.677692353,1.043165253,-1.202792422,-0.800584126,0.011713732
0.16,0.343158817,-0.109059149,-0.220649196,-0.178434774,-0.045086924
0.054,0.514557526,-1.486537333,0.459831405,-0.238104762,0.218014469
1.101,0.850761539,0.044420965,0.133554017,-0.030251298,0.375633867
0.23,-0.24634339,-0.75999058,-0.161299072,-0.7545988,0.204905111
0.999,2.643944888,1.425638222,0.303605422,-0.018196997,0.178139837
0.017,0.697604375,-1.016852537,-0.274437501,-1.752639984,0.594075651
1.261,0.714124573,0.401326071,-0.237835521,-0.288937094,0.327934078
0.417,-2.503735322,1.007729283,-1.112175295,-0.648824658,-0.234154675
0.082,0.777724917,-0.347684881,0.171210317,-1.124778916,0.094967895
0.106,0.005533957,-0.684409514,-0.158653965,-0.723995424,0.233451936
0.226,-1.362343802,1.089411793,-1.485507658,-0.948903941,-0.084669445
0.122,0.02542832,-0.267839173,-0.271960511,-0.541223951,0.004495575
0.186,-0.030643341,-0.034630062,-0.180041747,-1.635273248,0.524199973
0.053,-0.556915375,0.805897331,-1.359161006,-0.959912069,0.109940193
0.133,0.239986188,-0.714165422,0.048114567,-1.723670401,0.46886916
0.11,0.895228244,-0.880692738,0.341356966,0.691705029,-0.224803832
0.46,2.411460992,0.496599817,0.675954445,-0.015458633,0.190734274
1.816,-3.754299305,1.704313807,4.116099947,-0.439740046,-0.46316123
0.074,0.525105985,-0.613774156,-0.044648874,-1.623712304,0.366364723
0.186,-0.153968451,-0.754283679,-0.163100181,-0.499852659,0.129106302
0.501,-1.490583544,1.157312603,-1.291856164,-0.819896004,-0.005534995
0.042,-0.513418234,-1.778191175,-0.199386615,1.030139661,-0.176670832
0.038,0.559975385,-1.358047731,0.348046798,0.244342031,-0.072021749
0.027,0.462816439,-1.34583833,0.341291464,0.260590523,-0.042780398
0.08,-3.786178092,1.664618961,4.014543362,-0.630184631,-0.998651802
